date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1,moneyline_home,moneyline_away
2016-09-08,2016,0,0,DEN,CAR,1637.113158,1633.579265,0.59736859,21,20,1,,
2016-09-11,2016,0,0,NO,OAK,1463.500031,1454.892729,0.604372518,34,35,0,,
2016-09-11,2016,0,0,KC,LAC,1621.075409,1438.439525,0.806200248,33,27,1,,
2016-09-11,2016,0,0,TEN,MIN,1349.452615,1567.160011,0.293373761,16,25,0,,
2016-09-11,2016,0,0,JAX,GB,1388.724059,1582.435886,0.322801941,23,27,0,,
2016-09-11,2016,0,0,NYJ,CIN,1522.163909,1578.458118,0.512526019,22,23,0,,
2016-09-11,2016,0,0,ATL,TB,1485.832974,1412.236496,0.689509134,24,31,0,,
2016-09-11,2016,0,0,PHI,CLE,1487.849378,1394.516013,0.713294764,29,10,1,,
2016-09-11,2016,0,0,HOU,CHI,1505.682274,1444.023061,0.674609727,23,14,1,,
2016-09-11,2016,0,0,BAL,BUF,1475.498332,1518.80809,0.531174279,13,7,1,,
2016-09-11,2016,0,0,SEA,MIA,1634.558698,1438.738148,0.817783751,12,10,1,,
2016-09-11,2016,0,0,IND,DET,1484.302061,1502.853159,0.566449924,35,39,0,,
2016-09-11,2016,0,0,DAL,NYG,1445.987894,1468.877982,0.560306026,19,20,0,,
2016-09-11,2016,0,0,ARI,NE,1612.613224,1605.421756,0.602422106,21,23,0,,
2016-09-12,2016,0,0,WSH,PIT,1496.281878,1591.358562,0.456823971,16,38,0,,
2016-09-12,2016,0,0,SF,LAR,1437.344601,1479.228037,0.533218407,28,0,1,,
2016-09-15,2016,0,0,BUF,NYJ,1500.740369,1515.030562,0.572463451,31,37,0,,
2016-09-18,2016,0,0,NYG,NO,1476.797051,1454.831622,0.622603436,16,13,1,,
2016-09-18,2016,0,0,CLE,BAL,1378.491453,1493.566054,0.42843172,20,25,0,,
2016-09-18,2016,0,0,NE,MIA,1619.107407,1435.158797,0.80737818,31,24,1,,
2016-09-18,2016,0,0,CAR,SF,1628.166234,1468.453557,0.784747483,46,27,1,,
2016-09-18,2016,0,0,DET,TEN,1521.479744,1336.819172,0.808014752,15,16,0,,
2016-09-18,2016,0,0,PIT,CIN,1619.619578,1585.591465,0.638775091,24,16,1,,
2016-09-18,2016,0,0,WSH,DAL,1468.020862,1438.068825,0.633343587,23,27,0,,
2016-09-18,2016,0,0,HOU,KC,1519.851305,1627.854663,0.438427302,19,12,1,,
2016-09-18,2016,0,0,ARI,TB,1598.927573,1442.84037,0.781201216,40,7,1,,
2016-09-18,2016,0,0,LAR,SEA,1448.119081,1638.138049,0.327466309,9,3,1,,
2016-09-18,2016,0,0,OAK,ATL,1463.561137,1455.2291,0.603993578,28,35,0,,
2016-09-18,2016,0,0,DEN,IND,1642.526189,1465.675476,0.800943965,34,20,1,,
2016-09-18,2016,0,0,LAC,JAX,1431.660272,1378.907771,0.663255965,38,14,1,,
2016-09-18,2016,0,0,MIN,GB,1579.793454,1592.252174,0.5750418,17,14,1,,
2016-09-19,2016,0,0,CHI,PHI,1429.85403,1503.873937,0.487022225,14,29,0,,
2016-09-22,2016,0,0,NE,HOU,1626.303972,1543.672081,0.700533048,27,0,1,,
2016-09-25,2016,0,0,CAR,MIN,1639.867791,1591.30097,0.657853481,10,22,0,,
2016-09-25,2016,0,0,BUF,ARI,1477.935469,1612.949698,0.400583535,33,18,1,,
2016-09-25,2016,0,0,JAX,BAL,1358.330406,1508.577312,0.37972382,17,19,0,,
2016-09-25,2016,0,0,GB,DET,1580.744658,1508.844396,0.687414893,34,27,1,,
2016-09-25,2016,0,0,NYG,WSH,1486.862808,1446.714746,0.646863562,27,29,0,,
2016-09-25,2016,0,0,MIA,CLE,1427.962233,1363.480195,0.678166505,30,24,1,,
2016-09-25,2016,0,0,CIN,DEN,1570.401369,1652.239463,0.475786988,17,29,0,,
2016-09-25,2016,0,0,TEN,OAK,1349.45452,1437.575581,0.466775152,10,17,0,,
2016-09-25,2016,0,0,SEA,SF,1610.387258,1456.752001,0.778779104,37,18,1,,
2016-09-25,2016,0,0,TB,LAR,1428.818244,1475.869872,0.525806831,32,37,0,,
2016-09-25,2016,0,0,PHI,PIT,1530.769911,1634.809674,0.444052531,34,3,1,,
2016-09-25,2016,0,0,KC,NYJ,1604.033887,1537.835462,0.680319144,24,3,1,,
2016-09-25,2016,0,0,IND,LAC,1455.962202,1452.237637,0.597632556,26,22,1,,
2016-09-25,2016,0,0,DAL,CHI,1459.374941,1402.958056,0.66795089,31,17,1,,
2016-09-26,2016,0,0,NO,ATL,1444.765865,1481.214657,0.540996249,32,45,0,,
2016-09-29,2016,0,0,CIN,MIA,1546.179366,1439.791214,0.72841376,22,7,1,,
2016-10-02,2016,1,0,JAX,IND,1350.298256,1468.521575,0.336138976,30,27,1,,
2016-10-02,2016,0,0,ATL,CAR,1510.144506,1604.283676,0.458163411,48,33,1,,
2016-10-02,2016,0,0,WSH,CLE,1461.641194,1351.651214,0.732495988,31,20,1,,
2016-10-02,2016,0,0,NE,BUF,1645.006625,1512.266757,0.757364106,0,16,0,,
2016-10-02,2016,0,0,BAL,OAK,1516.609462,1456.786317,0.672285386,27,28,0,,
2016-10-02,2016,0,0,HOU,TEN,1524.969428,1330.243784,0.816842669,27,20,1,,
2016-10-02,2016,0,0,CHI,DET,1385.914564,1496.605915,0.434621333,17,14,1,,
2016-10-02,2016,0,0,NYJ,SEA,1519.184766,1622.443485,0.445162747,17,27,0,,
2016-10-02,2016,0,0,TB,DEN,1409.82087,1676.461466,0.238533471,7,27,0,,
2016-10-02,2016,0,0,LAC,NO,1439.678263,1415.836016,0.625138614,34,35,0,,
2016-10-02,2016,0,0,SF,DAL,1444.695773,1476.418432,0.547744034,17,24,0,,
2016-10-02,2016,0,0,ARI,LAR,1578.618411,1494.867247,0.701882965,13,17,0,,
2016-10-02,2016,0,0,PIT,KC,1595.578155,1622.684582,0.554318026,43,14,1,,
2016-10-03,2016,0,0,MIN,NYG,1626.885085,1471.93636,0.780078971,24,10,1,,
2016-10-06,2016,0,0,SF,ARI,1421.565875,1554.387303,0.403618238,21,33,0,,
2016-10-09,2016,0,0,DET,PHI,1480.597821,1570.00143,0.464938024,24,23,1,,
2016-10-09,2016,0,0,CLE,NE,1339.336303,1597.852882,0.247131318,13,33,0,,
2016-10-09,2016,0,0,BAL,WSH,1506.729013,1473.956105,0.637106192,10,16,0,,
2016-10-09,2016,0,0,MIN,HOU,1637.713627,1531.782406,0.727893101,31,13,1,,
2016-10-09,2016,0,0,PIT,NYJ,1625.381853,1498.200614,0.751435712,31,13,1,,
2016-10-09,2016,0,0,MIA,TEN,1425.819707,1323.430806,0.723835604,17,30,0,,
2016-10-09,2016,0,0,IND,CHI,1449.070162,1401.922658,0.656012139,29,23,1,,
2016-10-09,2016,0,0,DEN,ATL,1689.766414,1540.593607,0.774321856,16,23,0,,
2016-10-09,2016,0,0,OAK,LAC,1466.666766,1430.647306,0.641415877,34,31,1,,
2016-10-09,2016,0,0,DAL,CIN,1499.548331,1560.150872,0.506328113,28,14,1,,
2016-10-09,2016,0,0,LAR,BUF,1519.098354,1559.4205,0.535454683,19,30,0,,
2016-10-09,2016,0,0,GB,NYG,1592.983138,1461.107818,0.756448391,23,16,1,,
2016-10-10,2016,0,0,CAR,TB,1573.834575,1396.515922,0.801373077,14,17,0,,
2016-10-13,2016,0,0,LAC,DEN,1421.14172,1654.090142,0.275521018,21,13,1,,
2016-10-16,2016,0,0,NO,CAR,1424.866973,1548.86559,0.415900974,41,38,1,,
2016-10-16,2016,0,0,BUF,SF,1586.333487,1401.479877,0.808187072,45,16,1,,
2016-10-16,2016,0,0,DET,LAR,1488.098557,1492.185367,0.586773862,31,28,1,,
2016-10-16,2016,0,0,TEN,CLE,1364.781913,1325.504997,0.645717203,28,26,1,,
2016-10-16,2016,0,0,CHI,JAX,1389.184605,1369.749669,0.619174662,16,17,0,,
2016-10-16,2016,0,0,WSH,PHI,1499.90433,1562.500694,0.503459056,27,20,1,,
2016-10-16,2016,0,0,NYG,BAL,1451.810773,1480.780788,0.551666239,27,23,1,,
2016-10-16,2016,0,0,MIA,PIT,1384.468599,1638.843553,0.251593825,30,15,1,,
2016-10-16,2016,0,0,NE,CIN,1611.684188,1533.466445,0.695175387,35,17,1,,
2016-10-16,2016,0,0,OAK,KC,1476.172352,1592.880884,0.426130046,10,26,0,,
2016-10-16,2016,0,0,SEA,ATL,1643.427637,1576.269878,0.681518979,26,24,1,,
2016-10-16,2016,0,0,GB,DAL,1602.280183,1526.232758,0.692521528,16,30,0,,
2016-10-16,2016,0,0,HOU,IND,1516.913609,1461.808215,0.66627434,26,23,1,,
2016-10-17,2016,0,0,ARI,NYJ,1574.473301,1484.738915,0.709039295,28,3,1,,
2016-10-20,2016,0,0,GB,CHI,1562.20308,1380.25844,0.805577787,26,10,1,,
2016-10-23,2016,1,0,LAR,NYG,1481.036981,1466.009543,0.521612746,10,17,0,,
2016-10-23,2016,0,0,PHI,MIN,1541.872674,1652.582424,0.434595309,21,10,1,,
2016-10-23,2016,0,0,MIA,BUF,1429.877857,1598.050644,0.355738153,28,25,1,,
2016-10-23,2016,0,0,TEN,IND,1372.21403,1453.034368,0.477248426,26,34,0,,
2016-10-23,2016,0,0,CIN,CLE,1516.612848,1318.07288,0.820104848,31,17,1,,
2016-10-23,2016,0,0,DET,WSH,1499.246944,1520.53235,0.562580472,20,17,1,,
2016-10-23,2016,0,0,KC,NO,1616.472731,1441.507906,0.7992075,27,21,1,,
2016-10-23,2016,0,0,JAX,OAK,1378.675835,1452.580506,0.487187954,16,33,0,,
2016-10-23,2016,0,0,NYJ,BAL,1467.025225,1466.582018,0.593082098,24,16,1,,
2016-10-23,2016,0,0,ATL,LAC,1569.66868,1455.609887,0.737060356,30,33,0,,
2016-10-23,2016,0,0,SF,TB,1389.76272,1421.484906,0.547744709,17,34,0,,
2016-10-23,2016,0,0,PIT,NE,1593.434295,1628.537786,0.542918658,16,27,0,,
2016-10-23,2016,0,0,ARI,SEA,1592.186991,1650.028835,0.510299957,6,6,0.5,,
2016-10-24,2016,0,0,DEN,HOU,1619.621975,1525.687456,0.714001938,27,9,1,,
2016-10-27,2016,0,0,TEN,JAX,1351.391328,1350.626281,0.593529133,36,22,1,,
2016-10-30,2016,1,0,CIN,WSH,1525.313849,1508.640794,0.523976052,27,27,0.5,,
2016-10-30,2016,0,0,CAR,ARI,1532.224658,1591.872858,0.50770125,30,20,1,,
2016-10-30,2016,0,0,HOU,DET,1509.980123,1511.1385,0.590855217,20,13,1,,
2016-10-30,2016,0,0,IND,KC,1473.85707,1623.518678,0.380517711,14,30,0,,
2016-10-30,2016,0,0,BUF,NE,1579.30899,1655.891549,0.483337531,25,41,0,,
2016-10-30,2016,0,0,TB,OAK,1453.634934,1480.630059,0.554476306,24,30,0,,
2016-10-30,2016,0,0,NO,SEA,1434.461959,1650.342968,0.295557999,25,20,1,,
2016-10-30,2016,0,0,CLE,NYJ,1309.371879,1484.390463,0.3467586,28,31,0,,
2016-10-30,2016,0,0,DEN,LAC,1635.329308,1477.856173,0.782561815,27,19,1,,
2016-10-30,2016,0,0,ATL,GB,1547.422395,1572.108062,0.557758004,33,32,1,,
2016-10-30,2016,0,0,DAL,PHI,1566.309861,1570.568448,0.586534079,29,23,1,,
2016-10-31,2016,0,0,CHI,MIN,1370.353458,1623.88665,0.252507317,20,10,1,,
2016-11-03,2016,0,0,TB,ATL,1431.676379,1553.442847,0.419025751,28,43,0,,
2016-11-06,2016,0,0,BAL,PIT,1449.21678,1566.080532,0.425911556,21,14,1,,
2016-11-06,2016,0,0,KC,JAX,1644.281432,1329.250405,0.899133571,19,14,1,,
2016-11-06,2016,0,0,MIA,NYJ,1448.61951,1493.546761,0.528854912,27,23,1,,
2016-11-06,2016,0,0,MIN,DET,1584.678444,1494.602504,0.709444749,16,22,0,,
2016-11-06,2016,0,0,CLE,DAL,1300.215581,1581.96887,0.223092947,10,35,0,,
2016-11-06,2016,0,0,NYG,PHI,1487.852005,1554.909439,0.49703915,28,23,1,,
2016-11-06,2016,0,0,SF,NO,1357.612693,1461.564527,0.444177491,23,41,0,,
2016-11-06,2016,0,0,LAR,CAR,1459.194518,1555.77698,0.454673959,10,13,0,,
2016-11-06,2016,0,0,GB,IND,1566.087609,1453.094317,0.735869939,26,31,0,,
2016-11-06,2016,0,0,LAC,TEN,1469.178486,1372.767205,0.716904436,43,35,1,,
2016-11-06,2016,0,0,OAK,DEN,1502.588613,1644.006995,0.391764901,30,20,1,,
2016-11-07,2016,0,0,SEA,BUF,1623.2404,1552.06446,0.686518262,31,25,1,,
2016-11-10,2016,0,0,BAL,CLE,1473.668891,1286.982221,0.809817525,28,7,1,,
2016-11-13,2016,0,0,NO,DEN,1487.266533,1613.787625,0.412377906,23,25,0,,
2016-11-13,2016,0,0,NYJ,LAR,1478.518305,1446.766689,0.635745857,6,9,0,,
2016-11-13,2016,0,0,TEN,GB,1361.177068,1537.396268,0.345194735,47,25,1,,
2016-11-13,2016,0,0,PHI,ATL,1536.86887,1576.0941,0.537024978,24,15,1,,
2016-11-13,2016,0,0,TB,CHI,1409.025127,1409.561663,0.591720287,36,10,1,,
2016-11-13,2016,0,0,WSH,MIN,1509.372027,1554.974313,0.527886586,26,20,1,,
2016-11-13,2016,0,0,JAX,HOU,1326.168252,1526.516119,0.314508509,21,24,0,,
2016-11-13,2016,0,0,CAR,KC,1568.204809,1647.363584,0.479635158,17,20,0,,
2016-11-13,2016,0,0,LAC,MIA,1480.768623,1463.647966,0.616028405,24,31,0,,
2016-11-13,2016,0,0,ARI,SF,1568.320535,1331.910687,0.850057813,23,20,1,,
2016-11-13,2016,0,0,PIT,DAL,1541.62842,1595.202231,0.516437682,30,35,0,,
2016-11-13,2016,0,0,NE,SEA,1683.136078,1634.729398,0.657645961,24,31,0,,
2016-11-14,2016,0,0,NYG,CIN,1505.892574,1524.582616,0.566253488,21,20,1,,
2016-11-17,2016,0,0,CAR,NO,1554.991537,1478.452151,0.693124222,23,20,1,,
2016-11-20,2016,0,0,CLE,PIT,1276.43196,1523.025158,0.260122016,9,24,0,,
2016-11-20,2016,0,0,DAL,BAL,1613.805493,1484.219152,0.754012648,27,17,1,,
2016-11-20,2016,0,0,KC,TB,1660.576856,1435.171465,0.841803384,17,19,0,,
2016-11-20,2016,0,0,NYG,CHI,1511.781613,1383.415326,0.75270768,22,16,1,,
2016-11-20,2016,0,0,CIN,BUF,1518.693577,1540.575462,0.561735335,12,16,0,,
2016-11-20,2016,0,0,DET,JAX,1524.306635,1317.953604,0.826644969,26,19,1,,
2016-11-20,2016,0,0,MIN,ARI,1536.761096,1571.97688,0.542758242,30,24,1,,
2016-11-20,2016,0,0,IND,TEN,1481.785658,1404.426258,0.694127345,24,17,1,,
2016-11-20,2016,0,0,LAR,MIA,1465.20415,1490.261278,0.557230498,10,14,0,,
2016-11-20,2016,0,0,SEA,PHI,1663.566641,1557.94276,0.727542546,26,15,1,,
2016-11-20,2016,0,0,SF,NE,1328.254342,1654.298835,0.182024231,17,30,0,,
2016-11-20,2016,0,0,WSH,GB,1527.585245,1494.147078,0.637991123,42,24,1,,
2016-11-21,2016,1,0,OAK,HOU,1532.807983,1534.730767,0.497232919,27,20,1,,
2016-11-24,2016,0,0,DET,MIN,1530.724655,1554.318427,0.559307832,16,13,1,,
2016-11-24,2016,0,0,DAL,WSH,1624.643893,1547.990481,0.69326382,31,26,1,,
2016-11-24,2016,0,0,IND,PIT,1493.733419,1536.349558,0.532168471,7,28,0,,
2016-11-27,2016,0,0,MIA,SF,1508.529511,1319.665962,0.811739993,31,24,1,,
2016-11-27,2016,0,0,ATL,ARI,1555.02021,1554.419548,0.593300821,38,19,1,,
2016-11-27,2016,0,0,CHI,TEN,1374.568715,1392.478498,0.567356326,21,27,0,,
2016-11-27,2016,0,0,NO,LAR,1470.458057,1446.935916,0.624706699,49,21,1,,
2016-11-27,2016,0,0,HOU,LAC,1513.802982,1454.155311,0.672062801,13,21,0,,
2016-11-27,2016,0,0,BAL,CIN,1473.380752,1500.250546,0.554654524,19,14,1,,
2016-11-27,2016,0,0,CLE,NYG,1263.10756,1520.628224,0.248199521,13,27,0,,
2016-11-27,2016,0,0,BUF,JAX,1559.018493,1311.535585,0.858002336,28,21,1,,
2016-11-27,2016,0,0,TB,SEA,1456.480639,1676.132691,0.291058491,14,5,1,,
2016-11-27,2016,0,0,OAK,CAR,1553.735769,1562.985632,0.579549321,35,32,1,,
2016-11-27,2016,0,0,NYJ,NE,1460.080844,1662.887215,0.311465416,17,22,0,,
2016-11-27,2016,0,0,DEN,KC,1622.602007,1639.267682,0.569113393,27,30,0,,
2016-11-28,2016,0,0,PHI,GB,1545.37671,1473.741842,0.687086527,13,27,0,,
2016-12-01,2016,0,0,MIN,DAL,1542.325564,1634.970907,0.460298904,15,17,0,,
2016-12-04,2016,0,0,CIN,PHI,1484.563395,1505.69917,0.562792423,32,14,1,,
2016-12-04,2016,0,0,CHI,SF,1352.005264,1312.646448,0.645825047,26,6,1,,
2016-12-04,2016,0,0,BAL,MIA,1489.067903,1515.549025,0.555207117,38,6,1,,
2016-12-04,2016,0,0,GB,HOU,1513.419381,1482.495715,0.634641453,21,13,1,,
2016-12-04,2016,0,0,NO,DET,1494.754888,1542.717518,0.524499112,13,28,0,,
2016-12-04,2016,0,0,NE,LAR,1673.390706,1422.639085,0.860279392,26,10,1,,
2016-12-04,2016,0,0,ATL,KC,1578.681891,1655.401314,0.483140789,28,29,0,,
2016-12-04,2016,0,0,JAX,DEN,1306.36455,1606.468375,0.20532055,10,20,0,,
2016-12-04,2016,0,0,OAK,BUF,1565.105029,1564.189528,0.593738061,38,24,1,,
2016-12-04,2016,0,0,LAC,TB,1485.462577,1491.597167,0.583912737,21,28,0,,
2016-12-04,2016,0,0,ARI,WSH,1530.757866,1537.663467,0.582834014,31,23,1,,
2016-12-04,2016,0,0,PIT,NYG,1569.586837,1532.989253,0.64218095,24,14,1,,
2016-12-04,2016,0,0,SEA,CAR,1641.016163,1551.616372,0.70864178,40,7,1,,
2016-12-05,2016,0,0,NYJ,IND,1449.577353,1460.49614,0.577206567,10,41,0,,
2016-12-08,2016,0,0,KC,OAK,1662.063578,1586.4685,0.691966782,21,13,1,,
2016-12-11,2016,0,0,IND,HOU,1501.513351,1467.111018,0.639272002,17,22,0,,
2016-12-11,2016,0,0,TEN,DEN,1415.041949,1615.364437,0.314540007,13,10,1,,
2016-12-11,2016,0,0,CAR,LAC,1532.415256,1460.510692,0.687420215,28,16,1,,
2016-12-11,2016,0,0,JAX,MIN,1297.468487,1532.337277,0.273319918,16,25,0,,
2016-12-11,2016,0,0,PHI,WSH,1480.455858,1519.802954,0.536850556,22,27,0,,
2016-12-11,2016,0,0,BUF,PIT,1542.826057,1585.989598,0.531383878,20,27,0,,
2016-12-11,2016,0,0,CLE,CIN,1250.746531,1509.806707,0.246549568,10,23,0,,
2016-12-11,2016,0,0,MIA,ARI,1484.979815,1548.618379,0.501959254,26,23,1,,
2016-12-11,2016,0,0,DET,CHI,1572.02892,1372.594469,0.820863251,20,17,1,,
2016-12-11,2016,0,0,SF,NYJ,1292.057242,1408.560142,0.426419541,17,23,0,,
2016-12-11,2016,0,0,TB,NO,1516.549052,1465.443487,0.661135247,16,11,1,,
2016-12-11,2016,0,0,GB,SEA,1528.804078,1660.217278,0.405571053,38,10,1,,
2016-12-11,2016,0,0,LAR,ATL,1415.715601,1572.019628,0.371546451,14,42,0,,
2016-12-11,2016,0,0,NYG,DAL,1516.586492,1644.959195,0.409797491,10,7,1,,
2016-12-12,2016,0,0,NE,BAL,1680.31419,1519.637113,0.785683759,30,23,1,,
2016-12-15,2016,0,0,SEA,LAR,1618.938809,1391.690549,0.843210993,24,3,1,,
2016-12-17,2016,0,0,NYJ,MIA,1424.776004,1498.779897,0.487045257,13,34,0,,
2016-12-18,2016,0,0,CIN,PIT,1521.765042,1608.310784,0.46903287,20,24,0,,
2016-12-18,2016,0,0,MIN,IND,1544.021917,1477.520868,0.680697893,6,34,0,,
2016-12-18,2016,0,0,NYG,DET,1533.435736,1576.462714,0.531579628,17,6,1,,
2016-12-18,2016,0,0,KC,TEN,1674.786837,1435.292555,0.852306874,17,19,0,,
2016-12-18,2016,0,0,HOU,JAX,1491.103501,1285.783847,0.82579086,21,20,1,,
2016-12-18,2016,0,0,BUF,CLE,1520.50487,1238.788197,0.880361888,33,13,1,,
2016-12-18,2016,0,0,BAL,PHI,1511.553203,1460.990745,0.660434475,27,26,1,,
2016-12-18,2016,0,0,CHI,GB,1368.160675,1570.082548,0.312558377,27,30,0,,
2016-12-18,2016,0,0,ATL,SF,1596.044681,1275.84138,0.901801939,41,13,1,,
2016-12-18,2016,0,0,ARI,NO,1534.818298,1453.908943,0.698448738,41,48,0,,
2016-12-18,2016,0,0,DEN,NE,1595.113832,1688.3981,0.459385348,3,16,0,,
2016-12-18,2016,0,0,LAC,OAK,1445.415057,1573.74524,0.409856691,16,19,0,,
2016-12-18,2016,0,0,DAL,TB,1628.109951,1528.083596,0.721108754,26,20,1,,
2016-12-19,2016,0,0,WSH,CAR,1539.268067,1547.510891,0.580961226,15,26,0,,
2016-12-22,2016,0,0,PHI,NYG,1456.518298,1556.485142,0.449847881,24,19,1,,
2016-12-24,2016,0,0,CHI,WSH,1360.002461,1509.630774,0.380562891,21,41,0,,
2016-12-24,2016,0,0,NE,NYJ,1712.337213,1394.789179,0.90044004,41,3,1,,
2016-12-24,2016,0,0,JAX,TEN,1283.633067,1457.027974,0.348878794,38,17,1,,
2016-12-24,2016,0,0,CAR,ATL,1577.148184,1601.672526,0.55798706,16,33,0,,
2016-12-24,2016,0,0,GB,MIN,1578.240761,1495.265358,0.70094772,38,25,1,,
2016-12-24,2016,0,0,BUF,MIA,1526.797914,1528.766722,0.589726948,31,34,0,,
2016-12-24,2016,0,0,CLE,LAC,1232.495153,1434.369382,0.312617308,20,17,1,,
2016-12-24,2016,0,0,OAK,IND,1584.790915,1526.277428,0.670622259,33,25,1,,
2016-12-24,2016,0,0,NO,TB,1485.019968,1517.987015,0.545968946,31,24,1,,
2016-12-24,2016,0,0,LAR,SF,1383.134329,1270.213535,0.735788816,21,22,0,,
2016-12-24,2016,0,0,SEA,ARI,1627.495029,1503.707272,0.747769173,31,34,0,,
2016-12-24,2016,0,0,HOU,CIN,1493.254281,1506.81388,0.573492461,12,10,1,,
2016-12-25,2016,0,0,PIT,BAL,1623.261946,1516.02565,0.729378536,31,27,1,,
2016-12-25,2016,0,0,KC,DEN,1653.051418,1571.174719,0.699620264,33,10,1,,
2016-12-26,2016,0,0,DAL,DET,1638.206532,1553.413308,0.703136607,42,21,1,,
2017-01-01,2016,0,0,MIA,NE,1545.599698,1718.551517,0.349458423,14,35,0,,
2017-01-01,2016,0,0,CIN,BAL,1497.656666,1507.947141,0.578088974,27,10,1,,
2017-01-01,2016,0,0,IND,JAX,1512.572518,1325.971989,0.809741143,24,20,1,,
2017-01-01,2016,0,0,MIN,CHI,1480.475804,1337.688188,0.767834131,38,10,1,,
2017-01-01,2016,0,0,TEN,HOU,1414.689052,1502.411495,0.467346318,24,17,1,,
2017-01-01,2016,0,0,TB,CAR,1499.375388,1544.287817,0.52887617,17,16,1,,
2017-01-01,2016,0,0,PIT,CLE,1631.340454,1252.817835,0.927782935,27,24,1,,
2017-01-01,2016,0,0,PHI,DAL,1476.551512,1655.388965,0.341795953,27,13,1,,
2017-01-01,2016,0,0,NYJ,BUF,1388.574875,1509.964937,0.419553328,30,10,1,,
2017-01-01,2016,0,0,SF,SEA,1281.311239,1604.816349,0.184210831,23,25,0,,
2017-01-01,2016,0,0,WSH,NYG,1531.945047,1536.451929,0.586187415,10,19,0,,
2017-01-01,2016,0,0,DEN,OAK,1553.27714,1598.495825,0.528436881,24,6,1,,
2017-01-01,2016,0,0,ATL,NO,1634.532893,1503.631595,0.755413918,38,32,1,,
2017-01-01,2016,0,0,LAC,KC,1414.0467,1670.948997,0.248864326,27,37,0,,
2017-01-01,2016,0,0,LAR,ARI,1372.036624,1526.385953,0.374177598,6,44,0,,
2017-01-01,2016,0,0,DET,GB,1536.230875,1593.030315,0.511799363,24,31,0,,
2017-01-07,2016,0,1,HOU,OAK,1480.027864,1570.973515,0.462730463,27,14,1,,
2017-01-07,2016,0,1,SEA,DET,1608.438288,1514.8661,0.71357583,26,6,1,,
2017-01-08,2016,0,1,PIT,MIA,1633.006799,1525.006376,0.730245894,30,12,1,,
2017-01-08,2016,0,1,GB,NYG,1614.39509,1564.21012,0.659946988,38,13,1,,
2017-01-14,2016,0,1,ATL,SEA,1643.273433,1624.70622,0.617996152,36,20,1,,
2017-01-14,2016,0,1,NE,HOU,1739.144839,1508.723994,0.845610352,34,16,1,,
2017-01-15,2016,0,1,DAL,GB,1617.794683,1635.451172,0.567714195,31,34,0,,
2017-01-15,2016,0,1,KC,PIT,1681.926463,1647.734179,0.638993123,16,18,0,,
2017-01-22,2016,0,1,ATL,GB,1664.127266,1651.537731,0.609840369,44,21,1,,
2017-01-22,2016,0,1,NE,PIT,1747.160321,1662.437215,0.703052347,36,17,1,,
